"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Remaining PMFINE portion of PM2.5-PRI","","3.88607321","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","","3.88545326592","TON"
"Mobile - Aircraft","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","3.882880707","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Essex","009","Methane","GHG","3.876188828","TON"
"Fires - Wildfires","MA","25","Barnstable","001","Nitrogen Oxides","CAP","3.872005","TON"
"Fires - Wildfires","MA","25","Norfolk","021","Methane","GHG","3.871947","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","","3.85520763527904","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Berkshire","003","Volatile Organic Compounds","CAP","3.850306438","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Suffolk","025","Volatile Organic Compounds","CAP","3.844858","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","Carbon Monoxide","CAP","3.842311","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Dukes","007","Ammonia","CAP","3.8391771415","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","3.82556068776288","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP","3.8216287628","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP","3.810905","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Berkshire","003","Nitrogen Oxides","CAP","3.80985","TON"
"Mobile - Commercial Marine Vessels","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","3.80931131008","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Bristol","005","Remaining PMFINE portion of PM2.5-PRI","","3.808110644664","TON"
"Industrial Processes - NEC","MA","25","Berkshire","003","Nitrous Oxide","GHG","3.8062816095","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Suffolk","025","Nitrogen Oxides","CAP","3.805738","TON"
"Mobile - Commercial Marine Vessels","MA","25","Middlesex","017","Sulfur Dioxide","CAP","3.79473022","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","3.790684296134","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","3.790684296134","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Nitrogen Oxides","CAP","3.788129286","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Norfolk","021","Remaining PMFINE portion of PM2.5-PRI","","3.78767840834783284","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Essex","009","Methane","GHG","3.7709516","TON"
"Solvent - Graphic Arts","MA","25","Dukes","007","Volatile Organic Compounds","CAP","3.769742","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Middlesex","017","Sulfur Dioxide","CAP","3.761556637501","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","","3.75070612","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","3.748352","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","3.73858015603569","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","","3.73549548545","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Berkshire","003","Remaining PMFINE portion of PM2.5-PRI","","3.73392142309914","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","","3.73022751988704","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","3.72832","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampden","013","Lead","CAP/HAP","3.7269504","LB"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Plymouth","023","Lead","CAP/HAP","3.71588512","LB"
"Mobile - Non-Road Equipment - Diesel","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP","3.7069087509","TON"
"Mobile - Aircraft","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","3.7054874215","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Plymouth","023","Nitrogen Oxides","CAP","3.705088","TON"
"Mobile - Aircraft","MA","25","Nantucket","019","Sulfur Dioxide","CAP","3.70132677","TON"
"Industrial Processes - NEC","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","","3.70087451","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","3.700306","TON"
"Mobile - Aircraft","MA","25","Nantucket","019","Remaining PMFINE portion of PM2.5-PRI","","3.6977077301956421952","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","3.69322","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Norfolk","021","Sulfur Dioxide","CAP","3.688189","TON"
"Mobile - Aircraft","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","3.68107439656698950086","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Norfolk","021","Methane","GHG","3.6603292","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","","3.656561902","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","3.6541657","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP","3.65135256","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Nantucket","019","Nitrogen Oxides","CAP","3.6462658","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Worcester","027","Ammonia","CAP","3.6307007204","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Hampshire","015","Nitrogen Oxides","CAP","3.613","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Suffolk","025","Lead","CAP/HAP","3.6087808","LB"
"Industrial Processes - Non-ferrous Metals","MA","25","Middlesex","017","Nitrogen Oxides","CAP","3.6051","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","3.60448487","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampden","013","Lead","CAP/HAP","3.60137934","LB"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","3.600336736","TON"
"Fuel Comb - Residential - Other","MA","25","Berkshire","003","Carbon Monoxide","CAP","3.599217","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Methane","GHG","3.59831135","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","","3.58143775424450025","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampshire","015","Sulfur Dioxide","CAP","3.56952781","TON"
"Industrial Processes - Chemical Manuf","MA","25","Worcester","027","PM10 Primary (Filt + Cond)","CAP","3.5675","TON"
"Mobile - Commercial Marine Vessels","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","","3.562253614048","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","3.553879","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Plymouth","023","Methane","GHG","3.5509133","TON"
"Industrial Processes - NEC","MA","25","Suffolk","025","Nitrogen Oxides","CAP","3.55","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampden","013","Remaining PMFINE portion of PM2.5-PRI","","3.5468139065296301","TON"
"Industrial Processes - Pulp & Paper","MA","25","Middlesex","017","Remaining PMFINE portion of PM2.5-PRI","","3.54175011239736","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Barnstable","001","Remaining PMFINE portion of PM2.5-PRI","","3.52583605883334","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Nantucket","019","Carbon Monoxide","CAP","3.525228","TON"
"Agriculture - Livestock Waste","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","3.52386741","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Suffolk","025","Sulfur Dioxide","CAP","3.522675318889711","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP","3.52139","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","","3.520239820899198","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Dukes","007","Nitrogen Oxides","CAP","3.5160662","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","3.514572","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Nantucket","019","Carbon Monoxide","CAP","3.504528","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","3.49694225510808","TON"
"Fires - Wildfires","MA","25","Barnstable","001","Sulfur Dioxide","CAP","3.491295","TON"
"Industrial Processes - Pulp & Paper","MA","25","Essex","009","Remaining PMFINE portion of PM2.5-PRI","","3.487703972","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Worcester","027","Sulfur Dioxide","CAP","3.484333","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Worcester","027","Sulfur Dioxide","CAP","3.482247","TON"
"Mobile - Aircraft","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","","3.48065595173578677883","TON"
"Industrial Processes - Petroleum Refineries","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","3.4692","TON"
"Fires - Prescribed Fires","MA","25","Worcester","027","Volatile Organic Compounds","CAP","3.461871","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Essex","009","Ammonia","CAP","3.458166672","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Bristol","005","Lead","CAP/HAP","3.4555996","LB"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Norfolk","021","Carbon Monoxide","CAP","3.454914","TON"
"Waste Disposal","MA","25","Franklin","011","Ammonia","CAP","3.4442315","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Essex","009","Ammonia","CAP","3.439705","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","","3.432937957861386","TON"
"Industrial Processes - Chemical Manuf","MA","25","Suffolk","025","Remaining PMFINE portion of PM2.5-PRI","","3.41897622","TON"
"Industrial Processes - NEC","MA","25","Essex","009","Carbon Monoxide","CAP","3.4173","TON"
"Fires - Wildfires","MA","25","Plymouth","023","Methane","GHG","3.416137","TON"
"Industrial Processes - Storage and Transfer","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","3.4118","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","","3.41147496348","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","","3.410987496678182","TON"
"Fires - Wildfires","MA","25","Norfolk","021","Remaining PMFINE portion of PM2.5-PRI","","3.4062157224","TON"
"Mobile - Commercial Marine Vessels","MA","25","Barnstable","001","Sulfur Dioxide","CAP","3.40598101","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Dukes","007","Carbon Monoxide","CAP","3.37939","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Bristol","005","Sulfur Dioxide","CAP","3.37172928","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Norfolk","021","Sulfur Dioxide","CAP","3.354894","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","Remaining PMFINE portion of PM2.5-PRI","","3.3348834857","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Hampshire","015","Remaining PMFINE portion of PM2.5-PRI","","3.325030514884815","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","3.3250275777","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","3.3250275777","TON"
"Industrial Processes - Chemical Manuf","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","3.3075","TON"
"Fires - Wildfires","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","3.307147","TON"
"Waste Disposal","MA","25","Dukes","007","Nitrogen Oxides","CAP","3.29773482","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","3.297070379601","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Essex","009","Lead","CAP/HAP","3.29561182","LB"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Hampden","013","Sulfur Dioxide","CAP","3.28876857","TON"
"Industrial Processes - NEC","MA","25","Hampden","013","Ammonia","CAP","3.2876","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Plymouth","023","Ammonia","CAP","3.28618","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Essex","009","Sulfur Dioxide","CAP","3.281524","TON"
"Industrial Processes - NEC","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","3.269","TON"
"Fires - Prescribed Fires","MA","25","Norfolk","021","Volatile Organic Compounds","CAP","3.26178793","TON"
"Mobile - Aircraft","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","3.24469078704","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","","3.223289080172032","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","Methane","GHG","3.222659479","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Franklin","011","Remaining PMFINE portion of PM2.5-PRI","","3.218542285584","TON"
"Fires - Wildfires","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","3.2110072144","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Middlesex","017","Sulfur Dioxide","CAP","3.2100019601","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Nantucket","019","Nitrous Oxide","GHG","3.2007918845","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","","3.19893561","TON"
"Mobile - Aircraft","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","","3.1985501712877404608","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Nantucket","019","Methane","GHG","3.1976292169","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP","3.19643","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Hampden","013","Remaining PMFINE portion of PM2.5-PRI","","3.182919714","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Middlesex","017","Ammonia","CAP","3.1790823589","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","3.1668204878","TON"
"Commercial Cooking","MA","25","Franklin","011","Volatile Organic Compounds","CAP","3.1597123","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","3.1588312516","TON"
"Industrial Processes - Storage and Transfer","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP","3.155913647","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP","3.1527434683","TON"
"Fires - Prescribed Fires","MA","25","Hampden","013","Carbon Monoxide","CAP","3.151355","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Suffolk","025","PM10 Primary (Filt + Cond)","CAP","3.1489050291","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","3.1489050291","TON"
"Dust - Unpaved Road Dust","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","","3.146957268","TON"
"Mobile - Aircraft","MA","25","Franklin","011","Nitrogen Oxides","CAP","3.1463273625","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","3.1421674733","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","3.13897917","TON"
"Mobile - Aircraft","MA","25","Berkshire","003","Sulfur Dioxide","CAP","3.1379918514","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","3.135812038","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","3.127855165644","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Plymouth","023","Remaining PMFINE portion of PM2.5-PRI","","3.106742806935401","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Essex","009","Remaining PMFINE portion of PM2.5-PRI","","3.1037802541519845985","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Plymouth","023","Lead","CAP/HAP","3.0920422","LB"
"Mobile - Non-Road Equipment - Other","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP","3.0894281228","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","3.0894281228","TON"
"Fires - Prescribed Fires","MA","25","Plymouth","023","Volatile Organic Compounds","CAP","3.08779615","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Hampden","013","Remaining PMFINE portion of PM2.5-PRI","","3.08544397544","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP","3.083034","TON"
"Mobile - Aircraft","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","3.0812873185","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Hampshire","015","Remaining PMFINE portion of PM2.5-PRI","","3.073275649299504","TON"
"Fuel Comb - Residential - Oil","MA","25","Dukes","007","Carbon Monoxide","CAP","3.069693388","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Essex","009","Remaining PMFINE portion of PM2.5-PRI","","3.06944429454863946","TON"
"Mobile - Aircraft","MA","25","Norfolk","021","Nitrogen Oxides","CAP","3.0630389286","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Suffolk","025","PM2.5 Primary (Filt + Cond)","CAP","3.059869","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP","3.05591646","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Plymouth","023","Methane","GHG","3.05171518","TON"
"Fuel Comb - Residential - Oil","MA","25","Franklin","011","Ammonia","CAP","3.05139181","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Norfolk","021","Ammonia","CAP","3.0484308","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP","3.044606","TON"
"Fuel Comb - Electric Generation - Biomass","MA","25","Worcester","027","Remaining PMFINE portion of PM2.5-PRI","","3.039579155382","TON"
"Mobile - Non-Road Equipment - Gasoline","MA","25","Middlesex","017","Ammonia","CAP","3.03779327165","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","Remaining PMFINE portion of PM2.5-PRI","","3.037150629602756","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Bristol","005","Sulfur Dioxide","CAP","3.035525","TON"
"Dust - Construction Dust","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","","3.03470133582","TON"
"Mobile - Locomotives","MA","25","Hampshire","015","Volatile Organic Compounds","CAP","3.0308735","TON"
"Fires - Prescribed Fires","MA","25","Dukes","007","Volatile Organic Compounds","CAP","3.02749359","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Barnstable","001","Nitrogen Oxides","CAP","3.0177","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","3.017527142285","TON"
"Industrial Processes - NEC","MA","25","Middlesex","017","Lead","CAP/HAP","3.0142832","LB"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","Carbon Monoxide","CAP","3.0106","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Franklin","011","Nitrogen Oxides","CAP","3.0064","TON"
"Fires - Wildfires","MA","25","Plymouth","023","Remaining PMFINE portion of PM2.5-PRI","","3.0060726171","TON"
"Industrial Processes - Chemical Manuf","MA","25","Worcester","027","Remaining PMFINE portion of PM2.5-PRI","","2.99978088","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","2.997765","TON"
"Mobile - Locomotives","MA","25","Barnstable","001","Carbon Monoxide","CAP","2.995607","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Middlesex","017","Nitrous Oxide","GHG","2.995407662","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","Nitrogen Oxides","CAP","2.9916827","TON"
"Fires - Prescribed Fires","MA","25","Franklin","011","Carbon Monoxide","CAP","2.985528","TON"
"Industrial Processes - Storage and Transfer","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","2.9841939846","TON"
"Fuel Comb - Residential - Oil","MA","25","Franklin","011","Remaining PMFINE portion of PM2.5-PRI","","2.98224760239449","TON"
"Mobile - Locomotives","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","","2.97827428332","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Bristol","005","Methane","GHG","2.9757822","TON"
"Mobile - Locomotives","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP","2.9676502","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Hampden","013","Lead","CAP/HAP","2.96755376","LB"
"Mobile - Non-Road Equipment - Other","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","2.95260860205468","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP","2.938784","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Plymouth","023","Lead","CAP/HAP","2.93407936","LB"
"Fuel Comb - Residential - Natural Gas","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","","2.930485645","TON"
"Fuel Comb - Residential - Oil","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","","2.929961695336","TON"
"Mobile - Locomotives","MA","25","Suffolk","025","Organic Carbon portion of PM2.5-PRI","","2.92032758276","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP","2.9087331","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP","2.90709044833","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Barnstable","001","Volatile Organic Compounds","CAP","2.9066833","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampden","013","Ammonia","CAP","2.9056","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Barnstable","001","Ammonia","CAP","2.90546021","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP","2.9033393","TON"
"Mobile - Aircraft","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP","2.9023383611","TON"
"Mobile - Commercial Marine Vessels","MA","25","Bristol","005","Sulfur Dioxide","CAP","2.89002787","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","","2.885823578564","TON"
"Mobile - Locomotives","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP","2.8786198","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Dukes","007","Ammonia","CAP","2.877077","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Hampden","013","Carbon Monoxide","CAP","2.872769","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","","2.860512877516","TON"
"Fires - Wildfires","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","","2.8337960986","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Worcester","027","Lead","CAP/HAP","2.8256921736","LB"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Essex","009","Sulfur Dioxide","CAP","2.817545","TON"
"Mobile - Aircraft","MA","25","Worcester","027","Sulfur Dioxide","CAP","2.806640002","TON"
"Fires - Wildfires","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP","2.802665","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Worcester","027","Sulfur Dioxide","CAP","2.79146","TON"
"Industrial Processes - NEC","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","2.78970264","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","","2.7821483548","TON"
"Mobile - Commercial Marine Vessels","MA","25","Dukes","007","Lead","CAP/HAP","2.7618603022","LB"
"Mobile - Aircraft","MA","25","Bristol","005","Remaining PMFINE portion of PM2.5-PRI","","2.7611803804795169604","TON"
"Fires - Prescribed Fires","MA","25","Essex","009","Volatile Organic Compounds","CAP","2.76085749","TON"
"Industrial Processes - NEC","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP","2.7514","TON"
"Solvent - Consumer & Commercial Solvent Use","MA","25","Essex","009","Carbon Monoxide","CAP","2.750356","TON"
"Mobile - Locomotives","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","","2.741639268684","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Franklin","011","Sulfur Dioxide","CAP","2.73872364","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","","2.73747853204064","TON"
"Fuel Comb - Residential - Other","MA","25","Worcester","027","Volatile Organic Compounds","CAP","2.736868","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Barnstable","001","Volatile Organic Compounds","CAP","2.735757652","TON"
"Mobile - Non-Road Equipment - Diesel","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","","2.735689999","TON"
